start_maths,student_id,class_id,N_in_class,Ability,Inattentiveness,hyper_impulsive,Deprivation,end_maths
16,34668,1687,26,-0.89537,1,1,2,32
12,33639,1687,26,-0.92407,1,1,2,36
23,44019,1687,26,0.60942,2,4,2,41
21,36174,1687,26,0.51153,1,1,3,45
24,37734,1687,26,0.69162,1,2,3,53
12,35386,1687,26,-1.28336,1,2,2,28
21,41984,1687,26,-0.16296,1,1,1,45
25,9418,1687,26,0.0885,1,1,1,52
11,45887,1687,26,-0.8419,1,1,2,35
22,29073,1687,26,-0.24242,1,1,2,52
23,2484,1687,26,0.72891,1,1,1,51
25,40455,1687,26,0.00496,1,1,3,49
19,43441,1687,26,-1.10512,1,1,2,38
22,7750,854,26,0.53804,1,1,3,35
14,35032,854,26,-0.75347,1,1,2,38
13,12196,854,26,-0.50423,3,1,1,28
23,21870,854,26,0.64808,2,1,4,39
13,20955,854,26,-0.58506,4,2,3,25
22,14550,854,26,0.3961,1,1,3,32
30,4689,854,26,1.78738,1,1,2,56
24,23600,854,26,0.15365,2,1,4,48
12,23121,854,26,-0.30527,5,1,3,29
25,2006,854,26,0.21691,1,1,3,42
18,2736,854,26,-0.30979,3,1,2,30
25,14291,854,26,0.47022,3,4,5,47
26,20980,854,26,1.48023,1,1,1,46
37,840,854,26,1.41412,1,1,3,51
26,6660,854,26,0.41319,1,1,3,48
27,30094,854,26,0.55187,1,1,3,41
20,13353,854,26,0.106,1,1,3,35
27,7189,854,26,0.16125,1,1,1,43
25,1110,854,26,0.11635,1,1,2,45
31,26725,854,26,0.73062,1,1,3,48
21,5014,854,26,0.52776,1,1,3,41
28,31093,854,26,1.30778,1,1,2,50
22,19433,854,26,0.56318,1,1,3,34
19,7234,854,26,0.4469,1,1,3,38
21,46940,854,26,0.20173,2,1,2,33
25,7195,854,26,0.46481,2,1,2,35
32,35179,1961,26,0.94664,1,1,5,50
23,3748,1961,26,-0.33812,1,1,4,38
34,44463,1961,26,0.8991,1,1,4,54
25,4566,1961,26,0.28071,1,1,1,46
31,24270,1961,26,0.92284,1,1,3,45
26,18964,1961,26,0.46889,1,1,4,44
36,39585,1961,26,1.83585,1,1,2,46
12,38665,1961,26,-0.95733,1,1,5,38
34,3992,1961,26,0.88016,1,1,3,55
28,12766,1961,26,0.12124,1,1,5,41
37,9763,1961,26,2.30518,1,1,4,50
25,381,1961,26,-0.24023,1,1,2,29
26,9469,1961,26,0.30722,1,1,2,28
27,4449,1961,26,0.76032,1,1,4,29
39,34272,1961,26,1.5031,1,1,2,47
26,10117,1961,26,0.00904,1,1,2,27
30,5356,1961,26,1.48108,1,1,4,35
40,45008,1961,26,2.4493,1,1,2,60
27,27091,1961,26,0.35346,1,1,5,45
9,33046,1961,26,-1.73649,1,1,1,22
44,35098,1961,26,2.32175,1,1,1,45
13,33029,1961,26,-1.05032,1,1,5,28
27,13614,1961,26,0.84115,1,1,2,38
25,27408,1961,26,-0.17913,1,1,5,30
30,40811,1961,26,0.16344,1,1,2,27
33,30980,1961,26,1.58034,1,1,4,30
13,37357,2596,26,-0.64616,1,1,5,35
11,4215,2596,26,-1.06737,2,1,4,26
15,30288,2596,26,-0.95243,2,2,5,35
15,32478,2596,26,-1.11409,2,3,3,35
5,22425,2596,26,-1.65922,2,3,5,17
9,23463,2596,26,-1.35477,1,2,5,33
13,45679,2596,26,-1.29552,1,1,5,29
12,8431,2596,26,-1.09926,2,2,3,34
16,44305,2596,26,-0.8505,2,3,2,34
6,12181,2596,26,-1.28695,3,3,4,14
3,11782,2596,26,-1.75981,2,3,5,28
13,9080,2596,26,-0.86352,2,1,5,30
10,29872,2596,26,-1.28068,1,2,3,30
10,635,2596,26,-1.43693,2,3,3,27
26,7481,2596,26,0.26585,1,1,2,38
19,24636,2596,26,-0.13515,1,3,3,33
5,13907,2596,26,-1.63137,3,2,5,24
23,1060,2596,26,0.06062,1,1,5,40
5,19662,2596,26,-1.90712,2,1,5,4
8,2192,2596,26,-1.40101,2,3,2,26
4,31954,2596,26,-1.54379,2,3,5,20
23,45736,2596,26,-0.28514,2,2,5,34
5,43317,2596,26,-1.38888,2,4,5,30
14,11394,2596,26,-1.1379,2,2,5,33
11,35514,2596,26,-1.06737,3,3,5,15
27,20972,2596,26,0.3786,1,1,1,41
32,18409,82,26,1.55654,1,1,3,51
17,9324,82,26,0.44957,1,1,1,47
22,9564,82,26,1.11738,1,1,1,54
26,30693,82,26,0.59188,1,1,3,51
38,33487,82,26,2.62446,1,1,1,54
27,25051,82,26,1.22287,1,1,4,57
26,8945,82,26,0.88657,3,3,2,46
39,44107,82,26,2.38954,1,1,1,56
22,868,82,26,0.29013,1,1,2,49
20,27782,82,26,-0.6996,1,1,4,42
27,25696,82,26,2.08338,1,1,1,52
17,20816,82,26,-0.43957,1,1,2,31
17,22339,82,26,0.56095,2,2,1,45
18,2023,82,26,0.33415,1,1,1,49
12,24799,82,26,-1.28336,3,3,2,35
10,23634,82,26,-0.41127,1,1,1,31
32,34991,82,26,1.55924,1,1,3,51
22,3813,82,26,0.28472,2,1,1,45
25,12773,82,26,0.48724,1,1,1,47
23,11217,82,26,0.58157,1,1,4,49
21,1044,82,26,-0.51413,1,1,2,44
14,37273,82,26,-0.66723,1,1,2,37
8,39425,82,26,-1.18636,1,1,2,29
8,12137,82,26,-1.45399,1,1,4,29
14,38728,82,26,-0.44446,1,1,1,42
24,17945,82,26,1.54942,1,1,3,47
11,2228,2830,26,-1.11765,1,1,4,28
9,335,2830,26,-0.10364,1,3,5,33
25,6113,2830,26,0.47563,1,1,1,41
23,42773,2830,26,0.18553,1,1,3,45
5,20315,2830,26,-1.96011,5,1,2,22
10,46352,2830,26,-0.97438,3,1,3,35
25,46045,2830,26,0.50348,5,4,2,41
12,33724,2830,26,-0.70942,1,1,2,30
27,22209,2830,26,0.3175,1,1,3,47
23,38393,2830,26,-0.47464,1,1,3,34
20,27747,2830,26,0.38446,1,1,3,35
10,24524,2830,26,-0.89355,4,1,3,42
10,14070,2830,26,-0.84327,4,1,2,14
13,16778,2830,26,-1.31524,5,1,2,33
18,11137,2830,26,0.27496,1,1,3,24
12,24735,2830,26,-0.37528,5,5,4,39
23,38130,2830,26,0.69295,1,3,3,31
4,25168,2830,26,-1.79711,5,1,3,19
20,22652,2830,26,-0.2676,1,1,2,42
24,6740,2830,26,-0.20835,1,4,4,43
27,16783,2830,26,1.63514,1,1,2,45
21,14450,2830,26,0.15765,4,1,3,35
14,8834,2830,26,-0.69507,3,4,2,32
2,25682,2830,26,-2.18777,3,1,2,22
19,19734,2830,26,-0.233,1,1,3,47
20,19251,2830,26,-0.7607,4,3,4,30
9,42355,852,26,-1.37991,1,1,4,31
19,96,852,26,-0.5977,1,1,2,27
34,9976,852,26,2.01912,1,1,1,46
26,2524,852,26,0.36562,3,2,4,40
13,47576,852,26,-0.99733,1,1,4,21
20,32803,852,26,0.2812,1,1,1,34
22,351,852,26,-0.14728,1,1,1,31
12,47212,852,26,-0.76782,1,1,5,27
24,47157,852,26,1.10659,1,1,3,38
24,32595,852,26,0.77786,1,1,4,30
24,35604,852,26,0.40426,1,1,4,37
7,10311,852,26,-1.34668,1,1,5,25
33,21740,852,26,1.6136,1,1,4,40
25,24769,852,26,-0.2178,1,1,1,34
27,44615,852,26,-0.47108,1,1,4,35
19,11234,852,26,-0.58688,1,1,4,28
25,19377,852,26,0.19447,1,2,4,33
18,23707,852,26,0.20304,1,1,4,34
4,10399,852,26,-1.4881,1,1,3,13
7,26518,852,26,-1.25774,1,1,2,28
21,5311,852,26,-0.07672,1,1,4,37
22,38671,852,26,-0.13916,1,1,5,36
34,10996,852,26,2.011,1,1,2,45
7,20893,852,26,-1.12663,1,1,1,24
29,47898,852,26,0.99473,1,1,1,48
21,37841,852,26,0.10196,1,1,3,44
22,37736,1861,26,0.67727,2,1,3,44
24,43839,1861,26,0.03144,3,2,5,38
24,17735,1861,26,0.70244,3,2,1,35
24,6174,1861,26,0.47156,2,1,1,47
19,13222,1861,26,-0.1046,3,1,4,37
24,7011,1861,26,1.52698,2,2,3,39
11,4511,1861,26,-0.9003,1,1,3,29
13,15956,1861,26,-0.85811,1,1,1,34
14,34641,1861,26,-0.31877,2,1,4,29
21,45685,1861,26,0.05439,1,1,4,43
30,1188,1861,26,1.24671,1,1,3,48
29,21333,1861,26,1.23722,1,1,4,50
18,35154,1861,26,0.4258,1,1,1,48
36,24614,1861,26,1.49009,1,1,4,52
8,24354,1861,26,-1.10282,3,1,3,19
29,4279,1861,26,1.63247,1,1,4,49
28,42203,1861,26,0.79224,1,1,1,45
26,37912,1861,26,0.08175,1,1,2,52
23,46935,1861,26,0.66781,1,1,2,49
13,36149,1861,26,-0.37041,1,1,3,30
18,31135,1861,26,0.92161,1,1,4,40
28,47170,1861,26,0.93496,2,3,3,46
36,28886,1861,26,1.85828,1,2,1,50
20,35652,1861,26,0.62695,1,1,3,50
15,14419,1861,26,-0.26982,3,2,4,35
22,44126,1861,26,0.66915,2,1,1,50
28,47582,135,26,0.17693,1,1,1,52
20,38119,135,26,-0.18947,1,1,3,43
21,12368,135,26,-0.73419,1,1,5,48
19,7140,135,26,-0.48361,1,1,5,43
22,9596,135,26,-0.17512,1,1,3,40
9,1082,135,26,-0.86437,1,1,1,35
18,42090,135,26,-0.29277,5,5,4,37
12,29221,135,26,-0.85677,4,2,2,21
22,997,135,26,-0.27839,3,4,2,32
20,30036,135,26,-0.4571,1,1,2,52
18,33425,135,26,0.17249,5,1,3,41
34,33310,135,26,0.8469,3,4,3,46
16,19473,135,26,-1.06786,1,1,3,47
14,27413,135,26,-0.23793,4,1,5,21
13,38564,135,26,-0.96678,1,1,3,45
22,20562,135,26,-0.32867,1,1,5,43
24,45097,135,26,0.34045,1,1,3,43
23,1236,135,26,0.20526,1,1,2,49
11,27935,135,26,-0.95599,2,1,5,20
9,45100,135,26,-1.65025,3,3,3,22
18,23155,135,26,-0.44902,2,1,5,47
15,14434,135,26,-0.56801,2,1,2,35
29,46425,135,26,0.80522,1,1,4,52
33,24687,135,26,0.99017,1,1,2,52
38,26821,135,26,1.13974,2,4,2,44
24,41785,135,26,-0.00802,5,5,5,40
26,42269,63,26,0.86763,1,1,1,48
25,2087,63,26,1.4978,1,1,4,45
22,39155,63,26,0.45991,1,1,4,40
26,15074,63,26,0.69165,1,1,4,46
35,25461,63,26,2.11564,1,1,3,52
23,34795,63,26,0.04089,1,1,4,43
26,44378,63,26,0.99254,1,1,5,52
24,22307,63,26,0.85598,3,2,4,43
12,46360,63,26,-0.634,4,1,4,28
9,2038,63,26,-1.48858,2,1,4,29
6,23130,63,26,-1.40104,1,1,3,24
23,29098,63,26,0.72621,2,2,5,44
17,3362,63,26,-0.27791,1,1,2,31
7,27799,63,26,-1.2353,4,1,5,30
28,18046,63,26,1.02391,1,1,2,47
17,36253,63,26,-0.38388,3,3,4,41
20,27312,63,26,0.11683,2,1,3,43
21,10420,63,26,-0.57253,2,2,5,47
25,24273,63,26,1.10255,3,2,2,33
28,21625,63,26,1.16043,2,3,4,37
15,35928,63,26,-1.22006,5,2,2,16
27,46258,63,26,1.19232,2,2,3,52
9,8793,63,26,-0.9425,4,3,4,23
29,45124,63,26,0.41809,2,1,4,52
26,12787,63,26,1.31045,3,3,4,43
25,43820,63,26,0.82139,2,1,2,52
18,31150,1268,26,0.45635,1,3,3,42
22,35812,1268,26,0.56318,3,1,2,33
25,1720,1268,26,0.40292,1,1,1,43
28,4512,1268,26,1.08231,2,1,2,38
27,41118,1268,26,0.10556,1,1,4,44
17,2590,1268,26,-0.7656,4,4,3,32
17,26001,1268,26,-0.74587,2,1,5,31
29,44929,1268,26,0.4235,1,1,3,34
23,34487,1268,26,0.73433,2,1,4,39
26,22370,1268,26,-0.42837,1,1,3,26
27,43257,1268,26,0.39833,1,1,4,47
15,10847,1268,26,-1.16708,5,4,4,29
11,41582,1268,26,-1.00627,1,1,5,18
25,6945,1268,26,0.08309,2,1,5,39
28,8621,1268,26,1.11015,1,2,5,51
29,3920,1268,26,0.34538,1,1,5,41
10,17817,1268,26,-1.17201,4,2,5,22
11,7409,1268,26,-1.11765,5,1,4,23
18,13161,1268,26,-0.96997,1,1,1,17
21,23815,1268,26,-0.27164,5,1,3,23
3,17677,1268,26,-1.91606,4,2,5,14
13,458,1268,26,-0.91109,5,2,4,15
13,45065,1268,26,-0.96678,5,1,2,16
17,14589,1268,26,-0.23033,5,5,5,38
17,23708,1268,26,-0.0911,5,2,5,28
16,36464,1268,26,-0.36281,4,1,4,30
12,8547,1949,26,-0.93489,1,1,2,44
20,22712,1949,26,-0.0224,1,1,2,36
24,5357,1949,26,0.54619,1,1,4,51
12,31923,1949,26,-0.82622,1,1,3,39
19,35117,1949,26,-0.42251,1,1,1,40
14,29537,1949,26,-0.5891,1,1,3,28
25,42257,1949,26,0.96062,1,1,4,51
21,7498,1949,26,-0.54468,1,1,1,43
14,29853,1949,26,-0.09871,1,1,4,42
23,32521,1949,26,0.42532,1,1,3,42
10,46656,1949,26,-1.32826,1,1,4,38
17,3009,1949,26,-0.71802,1,1,5,31
21,27817,1949,26,1.14037,1,1,1,48
6,44471,1949,26,-1.52403,1,1,3,28
17,33348,1949,26,-0.44769,1,1,1,42
9,18686,1949,26,-1.48858,1,1,4,35
16,40901,1949,26,-0.7894,1,1,2,42
21,4765,1949,26,0.51965,1,1,4,50
27,2931,1949,26,1.61812,1,1,4,48
27,4068,1949,26,1.75735,1,1,1,45
11,848,1949,26,-0.9587,1,1,4,43
12,17161,1949,26,-1.01572,1,1,3,34
24,43706,1949,26,0.50211,1,1,4,50
23,38137,1949,26,0.84571,1,1,1,53
28,31466,1949,26,1.11557,1,1,2,51
15,15455,1949,26,-0.72967,1,1,2,47
25,14058,1356,26,1.26692,1,1,3,46
28,27452,1356,26,1.2602,1,1,1,42
13,36008,1356,26,-0.75213,1,1,1,35
25,16912,1356,26,0.25287,1,1,1,46
27,36047,1356,26,1.55702,1,1,3,44
29,9323,1356,26,1.2875,1,1,3,44
4,17494,1356,26,-1.30401,2,1,1,21
19,17670,1356,26,-0.04891,1,1,3,29
24,40449,1356,26,0.88653,1,1,3,38
28,6171,1356,26,1.34104,1,1,1,43
14,29341,1356,26,-0.16252,1,1,2,36
22,16684,1356,26,0.21471,1,1,2,42
16,5334,1356,26,0.16355,1,1,1,41
17,27864,1356,26,-0.41443,1,1,5,35
8,30420,1356,26,-1.08309,1,1,3,28
17,19856,1356,26,-1.03864,2,1,2,19
25,15746,1356,26,0.95521,1,1,2,41
7,17374,1356,26,-1.2937,2,3,4,30
23,35992,1356,26,-0.36597,1,1,1,48
25,6661,1356,26,1.53726,1,1,3,49
37,43393,1356,26,1.83722,1,1,2,51
25,316,1356,26,1.20582,1,1,2,44
23,17998,1356,26,1.47263,1,1,2,52
21,41721,1356,26,-0.00671,1,1,1,38
23,37831,1356,26,0.86814,1,1,3,47
9,37110,1356,26,-0.7,1,1,3,45
22,1718,2359,26,0.62157,1,1,1,54
25,30981,2359,26,0.0885,1,1,1,46
23,29885,2359,26,0.80704,1,1,5,52
22,33567,2359,26,1.0671,1,1,4,37
21,40553,2359,26,0.07682,1,3,5,51
27,46746,2359,26,0.66867,4,3,4,43
22,21108,2359,26,-0.26137,1,1,4,41
22,984,2359,26,0.17605,1,1,3,40
21,28506,2359,26,-0.57253,1,1,5,35
13,42184,2359,26,-1.13115,4,4,5,33
13,5934,2359,26,-1.26767,1,1,4,32
10,38256,2359,26,-0.36099,4,1,3,34
19,6838,2359,26,-0.57256,1,2,5,44
4,7813,2359,26,-1.22318,2,2,3,29
8,46455,2359,26,-1.1531,1,1,4,34
19,16995,2359,26,-0.0462,1,1,5,34
8,19947,2359,26,-1.32288,4,2,1,18
10,17034,2359,26,-0.56752,3,1,4,14
18,35983,2359,26,-0.50201,2,1,4,43
12,37448,2359,26,-0.85136,3,3,4,27
15,10151,2359,26,-0.78806,1,1,4,46
9,1755,2359,26,-1.13742,1,1,4,35
9,35028,2359,26,-1.24609,1,1,4,29
14,41432,2359,26,-0.86215,4,1,5,26
14,32560,2359,26,-1.11005,3,1,4,22
8,2611,2359,26,-1.08039,1,1,2,36
42,32460,923,26,1.7559,2,5,3,60
25,29049,923,26,0.16392,1,1,4,57
23,24670,923,26,0.44775,1,1,4,48
17,32256,923,26,-0.74316,2,3,4,47
22,1834,923,26,0.09443,1,1,3,48
33,1171,923,26,0.68658,1,2,4,48
8,10294,923,26,-1.53753,1,1,3,39
25,3451,923,26,0.13878,2,1,1,46
20,9631,923,26,0.21739,1,1,1,40
21,1075,923,26,-1.06563,3,1,5,35
31,3361,923,26,1.05395,3,1,5,47
28,36563,923,26,0.51108,1,1,4,50
22,47210,923,26,0.15361,1,1,1,45
22,13154,923,26,-0.66552,1,1,5,41
17,23495,923,26,-1.04946,3,1,3,38
21,6036,923,26,0.32473,1,1,2,46
32,4513,923,26,1.08316,1,1,3,53
22,44565,923,26,-0.0359,2,1,4,46
15,31840,923,26,-0.81862,2,2,3,41
24,35194,923,26,0.27393,1,1,3,49
12,24203,923,26,-0.82622,2,2,2,36
24,35608,923,26,0.17337,1,1,1,45
22,7218,923,26,-0.09429,1,1,5,38
8,10308,923,26,-1.18636,2,1,5,26
8,13028,923,26,-1.38128,3,1,5,16
21,29579,923,26,-0.84828,2,1,5,30
11,33094,1180,26,-0.22581,1,1,4,36
10,22022,1180,26,-0.75974,1,1,2,37
27,28857,1180,26,0.34805,1,1,2,55
20,33561,1180,26,0.03329,1,1,1,39
20,3125,1180,26,0.52369,1,1,3,44
9,30949,1180,26,-0.78354,1,1,3,36
3,8106,1180,26,-1.15803,1,1,2,52
7,34688,1180,26,-0.85088,1,1,2,43
14,27296,1180,26,-0.10682,1,1,2,38
12,20357,1180,26,-0.46964,1,1,2,39
26,27469,1180,26,0.38535,1,1,4,53
19,34396,1180,26,-0.45847,1,1,4,50
21,47897,1180,26,0.71727,1,1,2,53
29,27550,1180,26,1.98635,1,1,2,58
31,26055,1180,26,1.69981,1,1,2,61
21,12937,1180,26,-0.27705,1,1,4,57
16,9065,1180,26,-0.27386,1,1,2,44
19,30337,1180,26,0.05977,1,1,3,52
16,17465,1180,26,-0.3574,1,1,1,46
13,33874,1180,26,-0.58506,1,1,3,54
25,44134,1180,26,1.09714,1,1,3,52
24,5106,1180,26,0.11768,1,1,2,50
21,21391,1180,26,1.18253,1,1,1,52
9,43405,1180,26,-0.92006,1,1,1,26
9,925,1180,26,-0.83923,1,1,2,26
9,36068,1180,26,-0.88951,1,1,2,26
6,3173,2238,26,-1.52944,1,1,3,9
16,6252,2238,26,-0.63044,1,1,2,38
6,15697,2238,26,-1.45132,1,1,2,11
11,30435,2238,26,-0.6551,1,1,3,30
19,40282,2238,26,0.65884,1,1,1,34
9,12946,2238,26,-1.29908,3,1,3,37
9,15626,2238,26,-0.97034,1,1,2,29
15,10437,2238,26,-0.3812,1,1,2,28
5,18610,2238,26,-1.60353,1,1,1,27
12,36655,2238,26,-1.26363,1,1,2,48
17,17436,2238,26,-0.14409,1,1,3,30
14,9778,2238,26,-0.62777,1,1,4,34
22,43658,2238,26,0.46532,1,1,2,40
17,23322,2238,26,0.86996,1,1,3,40
19,2400,2238,26,-0.67042,1,1,2,44
21,35581,2238,26,0.305,1,1,2,44
24,7784,2238,26,0.79759,1,1,4,40
18,20043,2238,26,0.94945,1,1,4,42
11,45712,2238,26,-0.76648,1,1,5,26
8,10466,2238,26,-1.53482,1,1,4,23
19,27662,2238,26,0.15413,1,1,3,27
10,11407,2238,26,-0.21636,1,1,2,27
24,40924,2238,26,0.93332,1,1,2,48
23,20898,2238,26,0.39477,1,1,3,48
14,7913,2238,26,-0.02329,1,1,2,36
25,47480,2238,26,0.75138,1,1,4,45
25,35818,2895,26,0.48995,1,1,3,46
11,37134,2895,26,-0.70809,1,1,3,40
18,35732,2895,26,-0.69693,1,1,5,32
10,21796,2895,26,0,4,1,3,25
5,28043,2895,26,-1.9574,2,1,5,30
14,6336,2895,26,-0.92054,1,1,5,43
11,34829,2895,26,-1.20119,4,1,3,28
12,25762,2895,26,-1.09926,1,1,1,35
21,24844,2895,26,-0.51954,4,2,3,39
12,31482,2895,26,-0.85406,1,1,3,31
18,22820,2895,26,-0.61609,1,1,3,36
34,28660,2895,26,0.36462,1,1,1,54
33,37074,2895,26,1.10426,1,1,4,57
27,11872,2895,26,0.01931,1,1,4,42
27,39986,2895,26,0.21423,1,1,5,43
37,5104,2895,26,0.90129,1,3,4,57
15,39558,2895,26,-0.50961,1,1,3,45
22,6871,2895,26,-0.27839,1,1,3,35
26,17122,2895,26,0.02877,1,1,3,41
19,11339,2895,26,-0.62014,1,1,1,42
9,26751,2895,26,-0.92547,3,1,2,41
17,22521,2895,26,-0.36415,1,1,4,45
16,27101,2895,26,-1.16841,1,1,4,36
12,34907,2895,26,-0.79837,1,1,5,36
20,1765,2895,26,0,1,1,4,20
21,37745,2895,26,-0.38302,1,1,4,51
15,3331,3025,26,-1.16978,3,1,2,32
14,12270,3025,26,-0.86756,2,1,4,40
6,40967,3025,26,-1.63541,3,1,5,29
5,9810,3025,26,-1.55054,2,1,5,29
18,23168,3025,26,-0.45173,1,1,4,46
22,46126,3025,26,1.11468,1,1,4,49
11,32577,3025,26,-0.60212,1,1,4,36
19,24373,3025,26,0.14601,1,1,5,42
10,6311,3025,26,-0.9241,1,1,4,42
19,1985,3025,26,-0.53931,1,1,4,42
29,2575,3025,26,1.78872,1,1,3,60
12,12513,3025,26,-0.634,1,1,2,41
10,23427,3025,26,-0.38072,1,1,4,32
9,17898,3025,26,-0.53834,1,1,5,38
9,44290,3025,26,-0.56889,4,1,4,33
10,36792,3025,26,-1.40909,1,1,5,35
11,25279,3025,26,-0.82218,1,1,3,36
8,31668,3025,26,-1.29774,1,1,5,38
4,36183,3025,26,-1.38213,1,1,3,43
6,20125,3025,26,-1.30938,1,1,3,30
15,43364,3025,26,-0.92729,1,1,4,38
11,40468,3025,26,-0.98654,2,1,4,29
17,29151,3025,26,-0.61205,1,1,5,40
14,38918,3025,26,-0.70049,1,1,5,36
21,44266,3025,26,-0.49711,1,1,4,46
16,24162,3025,26,-0.25414,1,1,4,35
27,15378,1102,26,0.04987,1,1,3,44
37,36325,1102,26,1.41142,1,1,1,48
33,34471,1102,26,1.39083,2,4,1,50
28,37049,1102,26,0.23263,2,3,2,41
24,21032,1102,26,0.31801,1,1,3,44
27,6220,1102,26,0.38942,1,1,2,38
19,29970,1102,26,0.00949,1,1,2,37
41,39156,1102,26,1.94945,1,2,1,48
27,11751,1102,26,0.82684,1,1,2,45
13,41657,1102,26,-0.79971,2,2,4,30
12,6893,1102,26,-1.01572,1,1,5,17
11,21726,1102,26,-1.00898,3,1,4,24
15,27446,1102,26,-0.60126,3,1,3,35
27,7177,1102,26,-0.35429,5,5,2,35
25,22893,1102,26,0.43155,1,1,1,44
27,31831,1102,26,0.15854,1,1,2,49
33,39038,1102,26,0.64171,1,1,1,51
14,11106,1102,26,-0.36363,2,2,5,41
32,20199,1102,26,1.19454,3,1,3,45
30,36232,1102,26,0.22184,1,1,1,44
19,44804,1102,26,-0.66771,1,1,3,36
28,20810,1102,26,0.50026,1,1,4,48
39,41157,1102,26,0.99647,1,3,4,48
37,44806,1102,26,1.80667,1,1,2,49
17,39351,1102,26,-0.65963,2,2,3,30
34,38460,1102,26,2.6793,1,2,2,57
13,36137,2188,26,-0.85811,1,1,1,38
14,11961,2188,26,-0.50016,1,1,1,47
20,46593,2188,26,-0.29274,1,1,1,42
19,2942,2188,26,1.08464,1,1,1,48
17,15322,2188,26,-0.5788,1,1,1,41
6,35074,2188,26,-1.0085,1,1,1,30
18,6135,2188,26,0.34226,1,1,1,47
14,6167,2188,26,-0.18766,2,3,3,30
18,18162,2188,26,0.31442,1,1,1,46
17,2325,2188,26,-0.52852,1,1,1,45
22,24004,2188,26,0.15091,1,1,1,37
21,46565,2188,26,-0.11268,1,1,3,60
23,3563,2188,26,-0.41625,1,1,4,57
18,5632,2188,26,-0.5577,1,1,1,40
19,26303,2188,26,0.00137,1,1,1,35
22,10609,2188,26,0.65213,1,1,1,52
25,20736,2188,26,0.77652,1,1,1,49
23,41225,2188,26,0.27178,1,1,1,54
27,43054,2188,26,0.97767,1,1,1,62
22,24131,2188,26,0.37096,1,1,1,65
28,11941,2188,26,1.79817,1,1,1,63
22,28016,2188,26,0.40963,1,1,1,53
21,29170,2188,26,-0.19081,1,1,1,56
16,8176,2188,26,0.46444,4,3,1,39
18,29778,2188,26,0.14735,1,1,1,40
8,41692,2188,26,-1.40642,1,1,1,31
26,46555,1229,26,1.26288,1,1,3,45
11,26576,1229,26,-0.82488,1,1,3,32
15,31662,1229,26,-0.59856,1,1,1,31
11,43432,1229,26,-0.76919,1,1,3,24
24,11735,1229,26,1.10659,1,1,1,45
11,111,1229,26,-0.4656,1,1,2,30
29,6997,1229,26,1.84712,1,1,1,47
18,4425,1229,26,-0.20112,1,1,2,40
17,38084,1229,26,0.97864,1,1,1,38
20,20347,1229,26,0.23982,1,1,2,41
20,5602,1229,26,-0.05566,1,1,1,31
24,23938,1229,26,1.07604,1,1,3,44
21,3928,1229,26,1.06844,1,1,1,37
20,41112,1229,26,0.31445,1,3,1,27
27,16975,1229,26,1.10608,1,1,2,41
22,8986,1229,26,0.26499,1,1,4,27
9,24580,1229,26,-1.34936,1,1,3,36
24,21403,1229,26,1.13444,1,1,1,24
13,27093,1229,26,-0.47909,1,1,1,24
8,46248,1229,26,-0.9663,1,1,2,27
10,27890,1229,26,-0.78758,3,3,2,27
11,11398,1229,26,-0.57698,1,1,3,33
25,42342,1229,26,0.11364,1,1,3,40
6,15380,1229,26,-1.0696,1,1,3,18
15,39229,1229,26,-0.29226,1,1,1,40
10,9133,1229,26,-0.70405,1,1,3,38
25,45540,1341,26,-0.13426,4,1,3,30
17,44514,1341,26,-0.60664,2,1,3,39
34,15169,1341,26,1.06967,1,1,1,45
24,26804,1341,26,-0.13022,2,1,3,42
9,10721,1341,26,-1.34936,1,1,3,38
24,25009,1341,26,-0.20835,2,1,3,46
29,30616,1341,26,0.79169,1,1,3,36
20,30232,1341,26,-0.3287,2,1,4,39
14,31476,1341,26,-0.78402,1,1,2,39
24,13236,1341,26,0.82814,1,1,3,37
22,5511,1341,26,0.39881,1,2,2,40
25,23580,1341,26,-0.05343,1,1,3,35
26,13553,1341,26,0.10419,1,1,3,39
24,25362,1341,26,-0.28918,3,1,3,36
10,16405,1341,26,-1.22229,2,1,4,17
11,23078,1341,26,-1.12307,1,1,3,34
29,26129,1341,26,0.19533,2,1,2,44
34,12965,1341,26,1.37326,1,1,1,51
31,7676,1341,26,1.5103,1,1,1,46
26,37823,1341,26,-0.11317,1,1,1,40
17,45217,1341,26,-1.20571,1,1,3,38
21,41908,1341,26,0.09926,2,2,1,35
39,11244,1341,26,1.3836,2,2,3,44
31,28889,1341,26,1.11505,1,1,2,49
29,24633,1341,26,-0.01932,1,1,3,40
33,25402,1341,26,1.87582,1,2,2,56
24,3674,1473,26,0.27934,1,1,2,48
26,20809,1473,26,0.26314,1,1,4,51
27,12726,1473,26,1.9136,1,1,4,54
9,4803,1473,26,-0.99819,1,1,4,40
7,24485,1473,26,-1.01524,2,1,3,21
24,4768,1473,26,0.36288,1,1,1,45
20,27961,1473,26,0.14467,2,1,3,33
21,42160,1473,26,-0.27705,1,1,2,46
6,46366,1473,26,-1.36778,2,1,1,23
11,44377,1473,26,-0.57698,1,1,4,39
17,4887,1473,26,-0.19437,2,1,3,30
10,21751,1473,26,-0.83516,2,1,3,29
26,17865,1473,26,1.11553,1,1,4,51
23,21797,1473,26,1.06306,1,1,4,47
23,37400,1473,26,1.22202,1,1,1,52
